danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track.name
0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,audio_features,1170VohRSx6GwE6QDCHPPH,spotify:track:1170VohRSx6GwE6QDCHPPH,https://api.spotify.com/v1/tracks/1170VohRSx6GwE6QDCHPPH,https://api.spotify.com/v1/audio-analysis/1170VohRSx6GwE6QDCHPPH,282206,4,Kilby Girl
0.431,0.782,1,-4.831,1,0.0374,0.00495,2.59e-4,0.131,0.384,160.872,audio_features,4gli3SB5wqITjaxTsydxIi,spotify:track:4gli3SB5wqITjaxTsydxIi,https://api.spotify.com/v1/tracks/4gli3SB5wqITjaxTsydxIi,https://api.spotify.com/v1/audio-analysis/4gli3SB5wqITjaxTsydxIi,178948,4,I Wanna Keep Yr Dog
0.536,0.853,1,-5.131,1,0.0419,0.00316,0,0.0951,0.611,101,audio_features,7AmGy7erKqVDo5BblEZtde,spotify:track:7AmGy7erKqVDo5BblEZtde,https://api.spotify.com/v1/tracks/7AmGy7erKqVDo5BblEZtde,https://api.spotify.com/v1/audio-analysis/7AmGy7erKqVDo5BblEZtde,257773,4,Lovely Cup
0.529,0.83,6,-5.428,1,0.0397,0.0211,0,0.0983,0.318,93.933,audio_features,6gSKswfcoWvaadqvuMF3Y7,spotify:track:6gSKswfcoWvaadqvuMF3Y7,https://api.spotify.com/v1/tracks/6gSKswfcoWvaadqvuMF3Y7,https://api.spotify.com/v1/audio-analysis/6gSKswfcoWvaadqvuMF3Y7,257787,4,Colours
0.588,0.598,11,-8.061,1,0.0361,0.122,0,0.117,0.292,105.024,audio_features,3awm1x3kGmYIVrkNDBFP6U,spotify:track:3awm1x3kGmYIVrkNDBFP6U,https://api.spotify.com/v1/tracks/3awm1x3kGmYIVrkNDBFP6U,https://api.spotify.com/v1/audio-analysis/3awm1x3kGmYIVrkNDBFP6U,210427,4,Naked Kids
0.406,0.758,8,-6.451,1,0.0366,0.0062,0,0.0904,0.149,90.926,audio_features,21zv5Hi0SQSvLyaKPiKreg,spotify:track:21zv5Hi0SQSvLyaKPiKreg,https://api.spotify.com/v1/tracks/21zv5Hi0SQSvLyaKPiKreg,https://api.spotify.com/v1/audio-analysis/21zv5Hi0SQSvLyaKPiKreg,288507,4,Close Your Eyes and Count to Ten
0.445,0.446,9,-8.87,1,0.0286,0.324,0.119,0.106,0.0384,92.463,audio_features,0WSPIU3Y3bNXsGeKnzSnt1,spotify:track:0WSPIU3Y3bNXsGeKnzSnt1,https://api.spotify.com/v1/tracks/0WSPIU3Y3bNXsGeKnzSnt1,https://api.spotify.com/v1/audio-analysis/0WSPIU3Y3bNXsGeKnzSnt1,358870,4,warm glow
0.327,0.948,8,-4.355,1,0.0711,0.0355,0.515,0.126,0.469,177.328,audio_features,22cDldSuj9rgIMXwn4Ofn0,spotify:track:22cDldSuj9rgIMXwn4Ofn0,https://api.spotify.com/v1/tracks/22cDldSuj9rgIMXwn4Ofn0,https://api.spotify.com/v1/audio-analysis/22cDldSuj9rgIMXwn4Ofn0,207640,4,Adult Diversion
0.375,0.822,8,-4.506,1,0.0383,0.225,0.174,0.0472,0.72,163.868,audio_features,3Sp15qwSXH8xrk6dqPm8V4,spotify:track:3Sp15qwSXH8xrk6dqPm8V4,https://api.spotify.com/v1/tracks/3Sp15qwSXH8xrk6dqPm8V4,https://api.spotify.com/v1/audio-analysis/3Sp15qwSXH8xrk6dqPm8V4,188016,4,Bathroom Song
0.519,0.809,1,-6.074,1,0.0646,0.182,0.51,0.0951,0.284,111.986,audio_features,1sEzuZNasuG8s1OOHwYfN2,spotify:track:1sEzuZNasuG8s1OOHwYfN2,https://api.spotify.com/v1/tracks/1sEzuZNasuG8s1OOHwYfN2,https://api.spotify.com/v1/audio-analysis/1sEzuZNasuG8s1OOHwYfN2,224714,3,Gutter Girl
0.346,0.944,9,-9.874,1,0.0485,4.16e-5,0.565,0.0546,0.403,179.63,audio_features,0HUTL8i4y4MiGCPId7M7wb,spotify:track:0HUTL8i4y4MiGCPId7M7wb,https://api.spotify.com/v1/tracks/0HUTL8i4y4MiGCPId7M7wb,https://api.spotify.com/v1/audio-analysis/0HUTL8i4y4MiGCPId7M7wb,147036,4,Freaks
0.589,0.481,0,-4.801,1,0.0285,0.273,1.33e-5,0.0986,0.176,93.568,audio_features,579XFPQju7GyJcEvIjloXn,spotify:track:579XFPQju7GyJcEvIjloXn,https://api.spotify.com/v1/tracks/579XFPQju7GyJcEvIjloXn,https://api.spotify.com/v1/audio-analysis/579XFPQju7GyJcEvIjloXn,228293,4,Telescope
0.71,0.847,0,-3.009,1,0.0892,0.0289,3.3e-4,0.0613,0.65,119.944,audio_features,0gsr5bI3zgqyEgltpRWXiv,spotify:track:0gsr5bI3zgqyEgltpRWXiv,https://api.spotify.com/v1/tracks/0gsr5bI3zgqyEgltpRWXiv,https://api.spotify.com/v1/audio-analysis/0gsr5bI3zgqyEgltpRWXiv,207320,4,Take It or Leave It
0.237,0.911,6,-5.833,0,0.0708,2.13e-5,0.877,0.0935,0.247,138.227,audio_features,286mFeYjBJ9fkioaIzaxoN,spotify:track:286mFeYjBJ9fkioaIzaxoN,https://api.spotify.com/v1/tracks/286mFeYjBJ9fkioaIzaxoN,https://api.spotify.com/v1/audio-analysis/286mFeYjBJ9fkioaIzaxoN,299773,4,PDA
0.58,0.766,11,-5.779,1,0.0331,0.71,0.827,0.0988,0.852,159.901,audio_features,7LHfH5NwvTvaUOavdgMSEl,spotify:track:7LHfH5NwvTvaUOavdgMSEl,https://api.spotify.com/v1/tracks/7LHfH5NwvTvaUOavdgMSEl,https://api.spotify.com/v1/audio-analysis/7LHfH5NwvTvaUOavdgMSEl,198373,4,Chapstick - Demo
0.467,0.566,9,-8.273,1,0.0376,0.65,0.933,0.153,0.114,155.091,audio_features,3427pTE7qC2GzplghWAmD9,spotify:track:3427pTE7qC2GzplghWAmD9,https://api.spotify.com/v1/tracks/3427pTE7qC2GzplghWAmD9,https://api.spotify.com/v1/audio-analysis/3427pTE7qC2GzplghWAmD9,241547,3,Kentucky - Demo
0.588,0.661,0,-7.755,1,0.0316,0.784,0.412,0.102,0.766,165.03,audio_features,6tTxay06tSJG4zcDXVM8XC,spotify:track:6tTxay06tSJG4zcDXVM8XC,https://api.spotify.com/v1/tracks/6tTxay06tSJG4zcDXVM8XC,https://api.spotify.com/v1/audio-analysis/6tTxay06tSJG4zcDXVM8XC,128813,4,Cellar Door - Demo
0.284,0.869,10,-7.418,1,0.0663,9.27e-5,0.0275,0.103,0.318,88.961,audio_features,5CVW2mXBxec9QRbIseqQ3V,spotify:track:5CVW2mXBxec9QRbIseqQ3V,https://api.spotify.com/v1/tracks/5CVW2mXBxec9QRbIseqQ3V,https://api.spotify.com/v1/audio-analysis/5CVW2mXBxec9QRbIseqQ3V,264647,4,Dead/Alien
0.471,0.398,5,-7.853,1,0.0483,0.00676,0.0422,0.0868,0.377,123.242,audio_features,1VdTDxpoYvKIALowR8Bxdo,spotify:track:1VdTDxpoYvKIALowR8Bxdo,https://api.spotify.com/v1/tracks/1VdTDxpoYvKIALowR8Bxdo,https://api.spotify.com/v1/audio-analysis/1VdTDxpoYvKIALowR8Bxdo,295453,4,Slow Dance II
0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,audio_features,5QLHGv0DfpeXLNFo7SFEy1,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1,266200,4,1979 - Remastered 2012
0.785,0.489,7,-9.73,1,0.032,0.724,0,0.142,0.68,105.027,audio_features,0XnLVrdtkd47YjB8qHBa5v,spotify:track:0XnLVrdtkd47YjB8qHBa5v,https://api.spotify.com/v1/tracks/0XnLVrdtkd47YjB8qHBa5v,https://api.spotify.com/v1/audio-analysis/0XnLVrdtkd47YjB8qHBa5v,165427,4,Rockin My Paw
0.287,0.721,9,-5.81,1,0.0387,0.00764,0,0.328,0.763,169.252,audio_features,3MC4XRbQADJdW9IIIwbe2u,spotify:track:3MC4XRbQADJdW9IIIwbe2u,https://api.spotify.com/v1/tracks/3MC4XRbQADJdW9IIIwbe2u,https://api.spotify.com/v1/audio-analysis/3MC4XRbQADJdW9IIIwbe2u,197973,4,Cornerstone
0.566,0.412,5,-6.994,1,0.0267,0.681,0.017,0.0741,0.47,81.879,audio_features,0LO7f7ZJg871B8hLTRzrfB,spotify:track:0LO7f7ZJg871B8hLTRzrfB,https://api.spotify.com/v1/tracks/0LO7f7ZJg871B8hLTRzrfB,https://api.spotify.com/v1/audio-analysis/0LO7f7ZJg871B8hLTRzrfB,190453,4,Julia
0.56,0.296,10,-9.297,1,0.0389,0.625,5.09e-5,0.121,0.264,158.526,audio_features,4Tw3VL7UOHdmJ9OSEZuE7o,spotify:track:4Tw3VL7UOHdmJ9OSEZuE7o,https://api.spotify.com/v1/tracks/4Tw3VL7UOHdmJ9OSEZuE7o,https://api.spotify.com/v1/audio-analysis/4Tw3VL7UOHdmJ9OSEZuE7o,212787,4,Cardinal
0.496,0.731,2,-5.283,1,0.0688,0.147,1.29e-6,0.207,0.296,96.997,audio_features,5ZQWNRoJsfkByZFHqCB92J,spotify:track:5ZQWNRoJsfkByZFHqCB92J,https://api.spotify.com/v1/tracks/5ZQWNRoJsfkByZFHqCB92J,https://api.spotify.com/v1/audio-analysis/5ZQWNRoJsfkByZFHqCB92J,198680,4,Butch
0.515,0.696,6,-5.857,0,0.0313,0.0126,3.45e-4,0.0916,0.513,134.893,audio_features,4ileLT7ldd2uX8bMemWqbm,spotify:track:4ileLT7ldd2uX8bMemWqbm,https://api.spotify.com/v1/tracks/4ileLT7ldd2uX8bMemWqbm,https://api.spotify.com/v1/audio-analysis/4ileLT7ldd2uX8bMemWqbm,255240,4,Life Is Simple in the Moonlight
0.603,0.743,7,-6.569,1,0.0395,0.24,0.00392,0.147,0.533,162.265,audio_features,1KPDAA9zyJXcEDvFW5inYi,spotify:track:1KPDAA9zyJXcEDvFW5inYi,https://api.spotify.com/v1/tracks/1KPDAA9zyJXcEDvFW5inYi,https://api.spotify.com/v1/audio-analysis/1KPDAA9zyJXcEDvFW5inYi,158474,4,Down the Line
0.517,0.643,0,-6.571,1,0.0315,1.26e-4,0.0201,0.157,0.967,203.724,audio_features,3Ocih93ezwnVZ4ylBzKUi6,spotify:track:3Ocih93ezwnVZ4ylBzKUi6,https://api.spotify.com/v1/tracks/3Ocih93ezwnVZ4ylBzKUi6,https://api.spotify.com/v1/audio-analysis/3Ocih93ezwnVZ4ylBzKUi6,190920,4,An Illustration of Loneliness (Sleepless In New York)
0.452,0.967,9,-3.042,1,0.0669,0.0645,0.0477,0.197,0.629,156.988,audio_features,09kvp605VBJEeK65QIgnrx,spotify:track:09kvp605VBJEeK65QIgnrx,https://api.spotify.com/v1/tracks/09kvp605VBJEeK65QIgnrx,https://api.spotify.com/v1/audio-analysis/09kvp605VBJEeK65QIgnrx,141133,4,(You're Better) Than Ever
0.38,0.863,8,-5.016,1,0.0692,0.0316,0.253,0.112,0.14,156.927,audio_features,24kqSwMugjxcPbz0N47yZR,spotify:track:24kqSwMugjxcPbz0N47yZR,https://api.spotify.com/v1/tracks/24kqSwMugjxcPbz0N47yZR,https://api.spotify.com/v1/audio-analysis/24kqSwMugjxcPbz0N47yZR,195040,4,Shape of My Hands
0.238,0.788,8,-4.815,1,0.0677,0.01,0.449,0.0635,0.635,168.208,audio_features,4jFmAofIPzs9cJl9ENzoNw,spotify:track:4jFmAofIPzs9cJl9ENzoNw,https://api.spotify.com/v1/tracks/4jFmAofIPzs9cJl9ENzoNw,https://api.spotify.com/v1/audio-analysis/4jFmAofIPzs9cJl9ENzoNw,135027,4,Pressed 2 Death
0.373,0.474,8,-7.856,0,0.031,0.736,9.26e-5,0.287,0.387,101.918,audio_features,57asCheDC0X1S9QnyTsmOQ,spotify:track:57asCheDC0X1S9QnyTsmOQ,https://api.spotify.com/v1/tracks/57asCheDC0X1S9QnyTsmOQ,https://api.spotify.com/v1/audio-analysis/57asCheDC0X1S9QnyTsmOQ,282671,4,Dancing
0.518,0.843,2,-7.361,1,0.0544,0.00136,0.0119,0.132,0.249,143.903,audio_features,1Pbs2eCcX9p2onaAvMYvhk,spotify:track:1Pbs2eCcX9p2onaAvMYvhk,https://api.spotify.com/v1/tracks/1Pbs2eCcX9p2onaAvMYvhk,https://api.spotify.com/v1/audio-analysis/1Pbs2eCcX9p2onaAvMYvhk,406935,4,Bodys
0.58,0.907,11,-6.376,1,0.0407,5.06e-5,0,0.0769,0.938,142.016,audio_features,4Y648CnyURoLk0YRBJ9oYO,spotify:track:4Y648CnyURoLk0YRBJ9oYO,https://api.spotify.com/v1/tracks/4Y648CnyURoLk0YRBJ9oYO,https://api.spotify.com/v1/audio-analysis/4Y648CnyURoLk0YRBJ9oYO,158117,4,Gehena
0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-5,0.0733,0.234,140.267,audio_features,58ge6dfP91o9oXMzq3XkIS,spotify:track:58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS,253587,4,505
0.446,0.866,8,-8.016,1,0.0342,0.0794,0.543,0.137,0.455,152.172,audio_features,0lDoG5fQ9cmpvpenwR7Jln,spotify:track:0lDoG5fQ9cmpvpenwR7Jln,https://api.spotify.com/v1/tracks/0lDoG5fQ9cmpvpenwR7Jln,https://api.spotify.com/v1/audio-analysis/0lDoG5fQ9cmpvpenwR7Jln,295813,4,Incinerate
0.532,0.462,10,-10.71,1,0.03,0.279,0.196,0.101,0.485,80.001,audio_features,75n7mraeMycQOl2sDGYaTe,spotify:track:75n7mraeMycQOl2sDGYaTe,https://api.spotify.com/v1/tracks/75n7mraeMycQOl2sDGYaTe,https://api.spotify.com/v1/audio-analysis/75n7mraeMycQOl2sDGYaTe,215012,4,Mad Sounds
0.373,0.609,0,-7,1,0.0316,0.108,4.27e-4,0.0755,0.354,179.955,audio_features,0xtIp0lgccN85GfGOekS5L,spotify:track:0xtIp0lgccN85GfGOekS5L,https://api.spotify.com/v1/tracks/0xtIp0lgccN85GfGOekS5L,https://api.spotify.com/v1/audio-analysis/0xtIp0lgccN85GfGOekS5L,270680,4,Yes I'm Changing
0.453,0.899,11,-10.514,1,0.0599,4.63e-4,1.48e-6,0.0401,0.697,169.324,audio_features,3vtZs1WssFthsOHbxuZhBq,spotify:track:3vtZs1WssFthsOHbxuZhBq,https://api.spotify.com/v1/tracks/3vtZs1WssFthsOHbxuZhBq,https://api.spotify.com/v1/audio-analysis/3vtZs1WssFthsOHbxuZhBq,160458,4,Ponyboy
0.669,0.795,2,-10.865,1,0.0285,0.00772,0.0781,0.401,0.882,124.594,audio_features,4IvZLDtwBHmBmwgDIUbuwa,spotify:track:4IvZLDtwBHmBmwgDIUbuwa,https://api.spotify.com/v1/tracks/4IvZLDtwBHmBmwgDIUbuwa,https://api.spotify.com/v1/audio-analysis/4IvZLDtwBHmBmwgDIUbuwa,201187,4,Here Comes Your Man
0.734,0.721,2,-12.948,1,0.0324,0.00291,0.81,0.182,0.837,120.494,audio_features,1SHobTEExrHNnM2J149sRz,spotify:track:1SHobTEExrHNnM2J149sRz,https://api.spotify.com/v1/tracks/1SHobTEExrHNnM2J149sRz,https://api.spotify.com/v1/audio-analysis/1SHobTEExrHNnM2J149sRz,141373,4,Dead
0.462,0.394,10,-8.402,1,0.0271,0.669,5.5e-6,0.134,0.286,100.692,audio_features,4N1zjRwfeYAfKVIjjYbDRX,spotify:track:4N1zjRwfeYAfKVIjjYbDRX,https://api.spotify.com/v1/tracks/4N1zjRwfeYAfKVIjjYbDRX,https://api.spotify.com/v1/audio-analysis/4N1zjRwfeYAfKVIjjYbDRX,176506,4,Look Out!
0.327,0.918,7,-5.067,1,0.0623,3.37e-4,0.246,0.0679,0.107,161.088,audio_features,28FJMlLUu9NHuwlZWFKDn7,spotify:track:28FJMlLUu9NHuwlZWFKDn7,https://api.spotify.com/v1/tracks/28FJMlLUu9NHuwlZWFKDn7,https://api.spotify.com/v1/audio-analysis/28FJMlLUu9NHuwlZWFKDn7,414960,4,Unnatural Selection
0.39,0.861,9,-5.237,0,0.041,1.03e-4,0.00954,0.234,0.35,155.063,audio_features,0MrkZz4D3fGlEkhebjPPrh,spotify:track:0MrkZz4D3fGlEkhebjPPrh,https://api.spotify.com/v1/tracks/0MrkZz4D3fGlEkhebjPPrh,https://api.spotify.com/v1/audio-analysis/0MrkZz4D3fGlEkhebjPPrh,246093,4,MK Ultra
0.599,0.926,0,-4.064,1,0.0676,4.54e-4,2.68e-5,0.0866,0.606,123.02,audio_features,20vZII9Yu52czI9Fk4p39r,spotify:track:20vZII9Yu52czI9Fk4p39r,https://api.spotify.com/v1/tracks/20vZII9Yu52czI9Fk4p39r,https://api.spotify.com/v1/audio-analysis/20vZII9Yu52czI9Fk4p39r,233266,4,Exo-Politics
0.285,0.915,2,-5.158,0,0.0741,0.00268,0.0279,0.137,0.309,119.817,audio_features,3Sno9FE8r2uz8QP0MtnTPL,spotify:track:3Sno9FE8r2uz8QP0MtnTPL,https://api.spotify.com/v1/tracks/3Sno9FE8r2uz8QP0MtnTPL,https://api.spotify.com/v1/audio-analysis/3Sno9FE8r2uz8QP0MtnTPL,288266,4,City of Delusion
0.512,0.474,2,-8.36,1,0.0371,0.0787,0.00345,0.134,0.194,183.991,audio_features,6rjtB7KSIiJ6v9vrACMlqF,spotify:track:6rjtB7KSIiJ6v9vrACMlqF,https://api.spotify.com/v1/tracks/6rjtB7KSIiJ6v9vrACMlqF,https://api.spotify.com/v1/audio-analysis/6rjtB7KSIiJ6v9vrACMlqF,234286,4,400 Lux
0.238,0.932,4,-5.809,1,0.0912,0.00326,0.298,0.114,0.186,150.899,audio_features,6KR9NaynH8bF9w727wKQBL,spotify:track:6KR9NaynH8bF9w727wKQBL,https://api.spotify.com/v1/tracks/6KR9NaynH8bF9w727wKQBL,https://api.spotify.com/v1/audio-analysis/6KR9NaynH8bF9w727wKQBL,363267,4,New Born
0.408,0.965,2,-4.232,1,0.05,6.94e-6,4.02e-4,0.11,0.349,136.018,audio_features,429MqIq5nGH32feyRZHunv,spotify:track:429MqIq5nGH32feyRZHunv,https://api.spotify.com/v1/tracks/429MqIq5nGH32feyRZHunv,https://api.spotify.com/v1/audio-analysis/429MqIq5nGH32feyRZHunv,218000,4,Plug in Baby
0.307,0.805,2,-6.41,0,0.0369,2.14e-4,0.758,0.0717,0.18,160.33,audio_features,6WZrDN48HebcJIfaH9VE4x,spotify:track:6WZrDN48HebcJIfaH9VE4x,https://api.spotify.com/v1/tracks/6WZrDN48HebcJIfaH9VE4x,https://api.spotify.com/v1/audio-analysis/6WZrDN48HebcJIfaH9VE4x,218640,4,Micro Cuts
0.331,0.972,7,-4.603,1,0.0889,3.99e-5,0.00379,0.0852,0.174,158.089,audio_features,6Vg7cxsPsFSQHTu4jcDXjH,spotify:track:6Vg7cxsPsFSQHTu4jcDXjH,https://api.spotify.com/v1/tracks/6Vg7cxsPsFSQHTu4jcDXjH,https://api.spotify.com/v1/audio-analysis/6Vg7cxsPsFSQHTu4jcDXjH,206750,4,Futurism
0.431,0.663,2,-10.066,1,0.0351,0.0249,0.0397,0.117,0.855,203.908,audio_features,4zvHZWOGyL7WcmqHOgtGCW,spotify:track:4zvHZWOGyL7WcmqHOgtGCW,https://api.spotify.com/v1/tracks/4zvHZWOGyL7WcmqHOgtGCW,https://api.spotify.com/v1/audio-analysis/4zvHZWOGyL7WcmqHOgtGCW,172941,4,Everytime
0.33,0.895,9,-4.488,1,0.0485,0.363,0.753,0.265,0.609,160.936,audio_features,4eBbWnYbNdz0ZJ5GYPdzZF,spotify:track:4eBbWnYbNdz0ZJ5GYPdzZF,https://api.spotify.com/v1/tracks/4eBbWnYbNdz0ZJ5GYPdzZF,https://api.spotify.com/v1/audio-analysis/4eBbWnYbNdz0ZJ5GYPdzZF,228453,4,Next of Kin
0.397,0.812,0,-4.464,1,0.0397,0.216,0.818,0.118,0.466,115.77,audio_features,2yTfsCxRS2dnRsBlASvavU,spotify:track:2yTfsCxRS2dnRsBlASvavU,https://api.spotify.com/v1/tracks/2yTfsCxRS2dnRsBlASvavU,https://api.spotify.com/v1/audio-analysis/2yTfsCxRS2dnRsBlASvavU,271227,4,The Agency Group
0.584,0.638,4,-8.154,1,0.0345,0.00556,0.168,0.0686,0.198,119.767,audio_features,3POpqoO9i1UB6WzYZ0MvOC,spotify:track:3POpqoO9i1UB6WzYZ0MvOC,https://api.spotify.com/v1/tracks/3POpqoO9i1UB6WzYZ0MvOC,https://api.spotify.com/v1/audio-analysis/3POpqoO9i1UB6WzYZ0MvOC,253400,4,The Execution Of All Things
0.187,0.793,2,-4.824,1,0.0584,0.0161,0.256,0.511,0.269,143.528,audio_features,3r2vyNnqFKr6IraCqLtoBI,spotify:track:3r2vyNnqFKr6IraCqLtoBI,https://api.spotify.com/v1/tracks/3r2vyNnqFKr6IraCqLtoBI,https://api.spotify.com/v1/audio-analysis/3r2vyNnqFKr6IraCqLtoBI,124131,4,Pharmacist
0.623,0.487,9,-7.247,1,0.0398,0.0681,0,0.319,0.285,84.989,audio_features,38Yamwrtcc9Niupl3kH8pH,spotify:track:38Yamwrtcc9Niupl3kH8pH,https://api.spotify.com/v1/tracks/38Yamwrtcc9Niupl3kH8pH,https://api.spotify.com/v1/audio-analysis/38Yamwrtcc9Niupl3kH8pH,152472,4,BOUNTY HUNTER
0.572,0.674,0,-8.592,0,0.0805,0.0808,1.44e-6,0.175,0.487,166.09,audio_features,7pkpdj7AWQjujxxe38WF8f,spotify:track:7pkpdj7AWQjujxxe38WF8f,https://api.spotify.com/v1/tracks/7pkpdj7AWQjujxxe38WF8f,https://api.spotify.com/v1/audio-analysis/7pkpdj7AWQjujxxe38WF8f,163373,4,KIDS ON MOLLY
0.467,0.757,3,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,audio_features,11iIikXxC6NP0Ma8vMD27x,spotify:track:11iIikXxC6NP0Ma8vMD27x,https://api.spotify.com/v1/tracks/11iIikXxC6NP0Ma8vMD27x,https://api.spotify.com/v1/audio-analysis/11iIikXxC6NP0Ma8vMD27x,155933,4,Alien Blues
0.623,0.672,9,-5.299,1,0.0318,0.465,2.99e-6,0.112,0.306,98.028,audio_features,4f0JqdYNJaPb6F2RiKGyAr,spotify:track:4f0JqdYNJaPb6F2RiKGyAr,https://api.spotify.com/v1/tracks/4f0JqdYNJaPb6F2RiKGyAr,https://api.spotify.com/v1/audio-analysis/4f0JqdYNJaPb6F2RiKGyAr,183733,4,Lips Like Yours
0.553,0.939,9,-4.487,1,0.0521,0.0274,3.97e-6,0.0682,0.537,138.034,audio_features,2zFfWkjDH9WPvClmhqdCea,spotify:track:2zFfWkjDH9WPvClmhqdCea,https://api.spotify.com/v1/tracks/2zFfWkjDH9WPvClmhqdCea,https://api.spotify.com/v1/audio-analysis/2zFfWkjDH9WPvClmhqdCea,181748,4,Pepsi on the House
0.599,0.5,6,-8.226,1,0.0592,0.289,0.0215,0.159,0.169,102.23,audio_features,5FkLwTiK7MFKxiaRVkUBTI,spotify:track:5FkLwTiK7MFKxiaRVkUBTI,https://api.spotify.com/v1/tracks/5FkLwTiK7MFKxiaRVkUBTI,https://api.spotify.com/v1/audio-analysis/5FkLwTiK7MFKxiaRVkUBTI,198912,4,Everything About You
0.683,0.697,9,-6.703,1,0.025,0.169,2.46e-6,0.0527,0.591,96.729,audio_features,6DIMM15oo3kxnCuVypaYGy,spotify:track:6DIMM15oo3kxnCuVypaYGy,https://api.spotify.com/v1/tracks/6DIMM15oo3kxnCuVypaYGy,https://api.spotify.com/v1/audio-analysis/6DIMM15oo3kxnCuVypaYGy,257007,4,Give Up Baby Go
0.643,0.32,10,-8.017,1,0.0305,0.73,1.66e-6,0.109,0.217,117.203,audio_features,2Z1DE9ozMwLzbogpjyJFdC,spotify:track:2Z1DE9ozMwLzbogpjyJFdC,https://api.spotify.com/v1/tracks/2Z1DE9ozMwLzbogpjyJFdC,https://api.spotify.com/v1/audio-analysis/2Z1DE9ozMwLzbogpjyJFdC,225779,4,Last Days of Lonesome
0.427,0.691,10,-5.785,1,0.0368,0.111,3.63e-5,0.267,0.247,118.321,audio_features,2yqfvgPuKuPbCm2y1rJr0X,spotify:track:2yqfvgPuKuPbCm2y1rJr0X,https://api.spotify.com/v1/tracks/2yqfvgPuKuPbCm2y1rJr0X,https://api.spotify.com/v1/audio-analysis/2yqfvgPuKuPbCm2y1rJr0X,189826,4,Drips on a Wire
0.483,0.535,2,-6.95,1,0.0285,0.123,7.73e-4,0.243,0.327,75.642,audio_features,42oBtzPU4fA5Vtfw2Xilgf,spotify:track:42oBtzPU4fA5Vtfw2Xilgf,https://api.spotify.com/v1/tracks/42oBtzPU4fA5Vtfw2Xilgf,https://api.spotify.com/v1/audio-analysis/42oBtzPU4fA5Vtfw2Xilgf,181603,4,2015
0.643,0.536,9,-6.646,1,0.0253,0.458,0.00144,0.11,0.17,80.031,audio_features,2BXKIOSiQb4FqPmhb05mWw,spotify:track:2BXKIOSiQb4FqPmhb05mWw,https://api.spotify.com/v1/tracks/2BXKIOSiQb4FqPmhb05mWw,https://api.spotify.com/v1/audio-analysis/2BXKIOSiQb4FqPmhb05mWw,224392,4,From 2 to 3
0.3,0.816,10,-6.2,0,0.034,0.0012,0.525,0.219,0.341,170.051,audio_features,2SPI1dXVaZvR4qlwbzxdcC,spotify:track:2SPI1dXVaZvR4qlwbzxdcC,https://api.spotify.com/v1/tracks/2SPI1dXVaZvR4qlwbzxdcC,https://api.spotify.com/v1/audio-analysis/2SPI1dXVaZvR4qlwbzxdcC,217440,4,Cornflake
0.407,0.946,0,-5.753,1,0.05,5.79e-5,0.187,0.422,0.71,155.092,audio_features,6pmnLlu0OhMNFXEEgkiYEX,spotify:track:6pmnLlu0OhMNFXEEgkiYEX,https://api.spotify.com/v1/tracks/6pmnLlu0OhMNFXEEgkiYEX,https://api.spotify.com/v1/audio-analysis/6pmnLlu0OhMNFXEEgkiYEX,343293,4,Cubensis Lenses
0.495,0.883,0,-4.604,0,0.0359,1.4e-4,4.45e-4,0.287,0.755,102.473,audio_features,0NBcMaT9LFP0CQ87NqTiVC,spotify:track:0NBcMaT9LFP0CQ87NqTiVC,https://api.spotify.com/v1/tracks/0NBcMaT9LFP0CQ87NqTiVC,https://api.spotify.com/v1/audio-analysis/0NBcMaT9LFP0CQ87NqTiVC,193027,4,Surf's Up
0.178,0.883,6,-3.763,1,0.0396,0.0544,3.6e-4,0.218,0.288,79.462,audio_features,2aQnAQMdzPM1kJteExCnYG,spotify:track:2aQnAQMdzPM1kJteExCnYG,https://api.spotify.com/v1/tracks/2aQnAQMdzPM1kJteExCnYG,https://api.spotify.com/v1/audio-analysis/2aQnAQMdzPM1kJteExCnYG,252497,4,Apocalypse Please
0.544,0.892,9,-3.212,0,0.0591,6.44e-4,0.00266,0.0832,0.317,118.005,audio_features,0EdMqiKs9LKXhspeQhl4RZ,spotify:track:0EdMqiKs9LKXhspeQhl4RZ,https://api.spotify.com/v1/tracks/0EdMqiKs9LKXhspeQhl4RZ,https://api.spotify.com/v1/audio-analysis/0EdMqiKs9LKXhspeQhl4RZ,236536,4,Time is Running Out
