danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track.name
0.411,0.977,2,-3.446,1,0.0933,5.39e-4,0.00836,0.168,0.096,127.975,audio_features,3ox5lIXRf4r977FsE7JfXs,spotify:track:3ox5lIXRf4r977FsE7JfXs,https://api.spotify.com/v1/tracks/3ox5lIXRf4r977FsE7JfXs,https://api.spotify.com/v1/audio-analysis/3ox5lIXRf4r977FsE7JfXs,296174,4,Stockholm Syndrome
0.256,0.911,0,-4.479,1,0.0868,8.58e-5,9.25e-4,0.232,0.428,186.078,audio_features,0knbMPVHpFbsx38pLoYSRs,spotify:track:0knbMPVHpFbsx38pLoYSRs,https://api.spotify.com/v1/tracks/0knbMPVHpFbsx38pLoYSRs,https://api.spotify.com/v1/audio-analysis/0knbMPVHpFbsx38pLoYSRs,227023,4,Hysteria
0.234,0.964,2,-2.69,1,0.069,3.65e-5,3.38e-5,0.311,0.524,161.645,audio_features,6U6MIIspkSRd5lBgzPWIIi,spotify:track:6U6MIIspkSRd5lBgzPWIIi,https://api.spotify.com/v1/tracks/6U6MIIspkSRd5lBgzPWIIi,https://api.spotify.com/v1/audio-analysis/6U6MIIspkSRd5lBgzPWIIi,208737,4,The Small Print
0.367,0.628,11,-8.884,1,0.0329,2.21e-4,0.379,0.173,0.526,94.996,audio_features,6SPdqsYBElfqDVYNaUNzXh,spotify:track:6SPdqsYBElfqDVYNaUNzXh,https://api.spotify.com/v1/tracks/6SPdqsYBElfqDVYNaUNzXh,https://api.spotify.com/v1/audio-analysis/6SPdqsYBElfqDVYNaUNzXh,541707,4,Green Fuzz
0.369,0.744,5,-6.948,1,0.0393,0.614,0.0213,0.0969,0.483,133.321,audio_features,2N8EnxvfQuWKNvR6sn1ap9,spotify:track:2N8EnxvfQuWKNvR6sn1ap9,https://api.spotify.com/v1/tracks/2N8EnxvfQuWKNvR6sn1ap9,https://api.spotify.com/v1/audio-analysis/2N8EnxvfQuWKNvR6sn1ap9,271057,4,Surfer Girl
0.416,0.943,1,-2.485,1,0.0394,3.02e-4,0,0.306,0.624,97.017,audio_features,3lnGFIDQE2QOmEe18tUA1f,spotify:track:3lnGFIDQE2QOmEe18tUA1f,https://api.spotify.com/v1/tracks/3lnGFIDQE2QOmEe18tUA1f,https://api.spotify.com/v1/audio-analysis/3lnGFIDQE2QOmEe18tUA1f,190927,4,Crybaby
0.402,0.926,2,-4.441,0,0.04,8.18e-5,0.119,0.0658,0.649,125.116,audio_features,1fBnzFTxI1wqtU0ZR1pxrf,spotify:track:1fBnzFTxI1wqtU0ZR1pxrf,https://api.spotify.com/v1/tracks/1fBnzFTxI1wqtU0ZR1pxrf,https://api.spotify.com/v1/audio-analysis/1fBnzFTxI1wqtU0ZR1pxrf,192493,4,C'mere
0.558,0.921,4,-4.409,1,0.0639,0.0234,3.5e-4,0.154,0.357,93.468,audio_features,6N0hNaBX40pPQO7mw2dunD,spotify:track:6N0hNaBX40pPQO7mw2dunD,https://api.spotify.com/v1/tracks/6N0hNaBX40pPQO7mw2dunD,https://api.spotify.com/v1/audio-analysis/6N0hNaBX40pPQO7mw2dunD,211087,4,Metaphor
0.254,0.963,2,-5.509,1,0.122,0.044,0.00106,0.44,0.213,188.161,audio_features,1ltSlY1ZQ6kyrRajPXRfWQ,spotify:track:1ltSlY1ZQ6kyrRajPXRfWQ,https://api.spotify.com/v1/tracks/1ltSlY1ZQ6kyrRajPXRfWQ,https://api.spotify.com/v1/audio-analysis/1ltSlY1ZQ6kyrRajPXRfWQ,166328,4,The Strange and the Kind - Audiotree Live Version
0.303,0.998,4,-1.691,1,0.0666,4e-4,0,0.361,0.37,181.943,audio_features,5yIVmOzeZtjJt6Pp2JI8Ys,spotify:track:5yIVmOzeZtjJt6Pp2JI8Ys,https://api.spotify.com/v1/tracks/5yIVmOzeZtjJt6Pp2JI8Ys,https://api.spotify.com/v1/audio-analysis/5yIVmOzeZtjJt6Pp2JI8Ys,202573,4,West Coast
0.224,0.957,4,-2.544,1,0.284,0.377,1.3e-5,0.0853,0.116,205.376,audio_features,13LiA6nLcZWzQN3VxDEaD2,spotify:track:13LiA6nLcZWzQN3VxDEaD2,https://api.spotify.com/v1/tracks/13LiA6nLcZWzQN3VxDEaD2,https://api.spotify.com/v1/audio-analysis/13LiA6nLcZWzQN3VxDEaD2,332640,4,Bad Habits
0.421,0.892,7,-4.235,1,0.0564,3.33e-5,0.00331,0.141,0.398,95.866,audio_features,1244xKUG27TnmQhUJlo3gU,spotify:track:1244xKUG27TnmQhUJlo3gU,https://api.spotify.com/v1/tracks/1244xKUG27TnmQhUJlo3gU,https://api.spotify.com/v1/audio-analysis/1244xKUG27TnmQhUJlo3gU,359520,4,Reapers
0.382,0.971,7,-3.213,1,0.0609,2.1e-4,0.00326,0.679,0.197,89.929,audio_features,5ItnzxR2gI5lS7YBf38BiW,spotify:track:5ItnzxR2gI5lS7YBf38BiW,https://api.spotify.com/v1/tracks/5ItnzxR2gI5lS7YBf38BiW,https://api.spotify.com/v1/audio-analysis/5ItnzxR2gI5lS7YBf38BiW,193613,4,Honey I'm Home
0.647,0.614,0,-6.509,1,0.027,0.177,0,0.0617,0.262,109.039,audio_features,38SpxensPT9J0iNbMmQIjd,spotify:track:38SpxensPT9J0iNbMmQIjd,https://api.spotify.com/v1/tracks/38SpxensPT9J0iNbMmQIjd,https://api.spotify.com/v1/audio-analysis/38SpxensPT9J0iNbMmQIjd,230748,4,Up Granville
0.353,0.792,0,-10.239,1,0.0516,0.00833,1.36e-4,0.197,0.268,190.042,audio_features,7k7LglMYwTTM6P7Bnqlu1N,spotify:track:7k7LglMYwTTM6P7Bnqlu1N,https://api.spotify.com/v1/tracks/7k7LglMYwTTM6P7Bnqlu1N,https://api.spotify.com/v1/audio-analysis/7k7LglMYwTTM6P7Bnqlu1N,159199,4,I'm Not Making out With You
0.403,0.882,7,-7.265,1,0.119,0.326,0.00101,0.298,0.503,161.09,audio_features,2bUyKAHjQ58o6gQNh5uyf1,spotify:track:2bUyKAHjQ58o6gQNh5uyf1,https://api.spotify.com/v1/tracks/2bUyKAHjQ58o6gQNh5uyf1,https://api.spotify.com/v1/audio-analysis/2bUyKAHjQ58o6gQNh5uyf1,171240,4,Evergreen
0.324,0.826,9,-4.871,1,0.0406,0.225,0.00728,0.0858,0.768,155.851,audio_features,3gerfvEqsJt04EGEBFO6S2,spotify:track:3gerfvEqsJt04EGEBFO6S2,https://api.spotify.com/v1/tracks/3gerfvEqsJt04EGEBFO6S2,https://api.spotify.com/v1/audio-analysis/3gerfvEqsJt04EGEBFO6S2,183584,4,No Time
0.606,0.696,6,-5.153,1,0.0613,0.122,1.88e-4,0.157,0.68,121.347,audio_features,3Tuz3Ec6n03nPTAa5knMm8,spotify:track:3Tuz3Ec6n03nPTAa5knMm8,https://api.spotify.com/v1/tracks/3Tuz3Ec6n03nPTAa5knMm8,https://api.spotify.com/v1/audio-analysis/3Tuz3Ec6n03nPTAa5knMm8,162880,4,Sugar
0.381,0.964,2,-3.542,1,0.137,3.26e-5,0.426,0.323,0.308,160.043,audio_features,2sP2TwYA3zewyBDrZsGahr,spotify:track:2sP2TwYA3zewyBDrZsGahr,https://api.spotify.com/v1/tracks/2sP2TwYA3zewyBDrZsGahr,https://api.spotify.com/v1/audio-analysis/2sP2TwYA3zewyBDrZsGahr,220741,4,Dead Star
0.581,0.83,1,-6.138,0,0.0425,0.0289,1.08e-4,0.258,0.942,156.073,audio_features,133qT2i4OkcTNyYWnmdtop,spotify:track:133qT2i4OkcTNyYWnmdtop,https://api.spotify.com/v1/tracks/133qT2i4OkcTNyYWnmdtop,https://api.spotify.com/v1/audio-analysis/133qT2i4OkcTNyYWnmdtop,193107,4,Better Now
0.478,0.721,8,-8.154,1,0.0356,2.13e-4,0.853,0.0976,0.256,109.044,audio_features,2tz4wF3nFZiKeR4IBtvchH,spotify:track:2tz4wF3nFZiKeR4IBtvchH,https://api.spotify.com/v1/tracks/2tz4wF3nFZiKeR4IBtvchH,https://api.spotify.com/v1/audio-analysis/2tz4wF3nFZiKeR4IBtvchH,286724,4,Really?
0.639,0.859,4,-4.569,1,0.0302,0.00271,0.541,0.149,0.687,89.987,audio_features,7KO4XNfwEKhTbSGo3O6qX5,spotify:track:7KO4XNfwEKhTbSGo3O6qX5,https://api.spotify.com/v1/tracks/7KO4XNfwEKhTbSGo3O6qX5,https://api.spotify.com/v1/audio-analysis/7KO4XNfwEKhTbSGo3O6qX5,200456,4,If You Know What's Right
0.568,0.57,4,-7.951,1,0.0373,0.00154,3.91e-4,0.159,0.438,129.886,audio_features,57QIIHkPyhufEMmvhZBX0B,spotify:track:57QIIHkPyhufEMmvhZBX0B,https://api.spotify.com/v1/tracks/57QIIHkPyhufEMmvhZBX0B,https://api.spotify.com/v1/audio-analysis/57QIIHkPyhufEMmvhZBX0B,181419,4,Hunk Beach
0.407,0.995,11,-2.263,0,0.0483,1.46e-5,0.0715,0.0591,0.681,147.481,audio_features,6tO4ZIVJ7MBC21O6oa7PlP,spotify:track:6tO4ZIVJ7MBC21O6oa7PlP,https://api.spotify.com/v1/tracks/6tO4ZIVJ7MBC21O6oa7PlP,https://api.spotify.com/v1/audio-analysis/6tO4ZIVJ7MBC21O6oa7PlP,158746,4,Crying Shame
0.229,0.741,9,-5.126,1,0.0592,0.0144,1.81e-5,0.0826,0.372,174.116,audio_features,2Zhsc8Ne6gsfolquxOgkJ2,spotify:track:2Zhsc8Ne6gsfolquxOgkJ2,https://api.spotify.com/v1/tracks/2Zhsc8Ne6gsfolquxOgkJ2,https://api.spotify.com/v1/audio-analysis/2Zhsc8Ne6gsfolquxOgkJ2,208831,4,Back to You
0.661,0.561,8,-6.679,1,0.0299,0.653,2.26e-4,0.108,0.272,104.12,audio_features,1YMZq2mzqkizU6Ml1OzTaQ,spotify:track:1YMZq2mzqkizU6Ml1OzTaQ,https://api.spotify.com/v1/tracks/1YMZq2mzqkizU6Ml1OzTaQ,https://api.spotify.com/v1/audio-analysis/1YMZq2mzqkizU6Ml1OzTaQ,170101,4,Rockaway
0.425,0.949,1,-3.828,0,0.104,0.0101,1.79e-5,0.296,0.718,80.331,audio_features,0Vfgpl5VpDBQexEPYUqaQK,spotify:track:0Vfgpl5VpDBQexEPYUqaQK,https://api.spotify.com/v1/tracks/0Vfgpl5VpDBQexEPYUqaQK,https://api.spotify.com/v1/audio-analysis/0Vfgpl5VpDBQexEPYUqaQK,133253,4,Sofa Song
0.395,0.902,8,-5.808,0,0.177,0.001,0,0.327,0.632,184.737,audio_features,7kVoPBSlGghzLoQjODkxGD,spotify:track:7kVoPBSlGghzLoQjODkxGD,https://api.spotify.com/v1/tracks/7kVoPBSlGghzLoQjODkxGD,https://api.spotify.com/v1/audio-analysis/7kVoPBSlGghzLoQjODkxGD,163760,4,Your Graduation
0.507,0.83,7,-4.986,1,0.0371,0.106,1.4e-5,0.111,0.792,168.029,audio_features,054mueUZ5XJx7CaL9hV4bs,spotify:track:054mueUZ5XJx7CaL9hV4bs,https://api.spotify.com/v1/tracks/054mueUZ5XJx7CaL9hV4bs,https://api.spotify.com/v1/audio-analysis/054mueUZ5XJx7CaL9hV4bs,162373,4,Dreaming Still
0.604,0.656,0,-5.936,1,0.0281,0.125,2.79e-6,0.087,0.537,116.011,audio_features,0UdEPRpu39Qn0i0VczQWFi,spotify:track:0UdEPRpu39Qn0i0VczQWFi,https://api.spotify.com/v1/tracks/0UdEPRpu39Qn0i0VczQWFi,https://api.spotify.com/v1/audio-analysis/0UdEPRpu39Qn0i0VczQWFi,265286,4,Closer
0.522,0.865,0,-5.502,1,0.0413,0.148,0,0.0973,0.741,117.123,audio_features,5lis4qF0ZUhNGyDiNyS7e1,spotify:track:5lis4qF0ZUhNGyDiNyS7e1,https://api.spotify.com/v1/tracks/5lis4qF0ZUhNGyDiNyS7e1,https://api.spotify.com/v1/audio-analysis/5lis4qF0ZUhNGyDiNyS7e1,268333,4,It's a Hit
0.575,0.629,2,-7.317,1,0.0267,0.0288,0.0135,0.592,0.418,108.149,audio_features,1ggmJqEoWXsyVMBwdntdni,spotify:track:1ggmJqEoWXsyVMBwdntdni,https://api.spotify.com/v1/tracks/1ggmJqEoWXsyVMBwdntdni,https://api.spotify.com/v1/audio-analysis/1ggmJqEoWXsyVMBwdntdni,184953,4,Fear - Audiotree Live Version
0.627,0.565,3,-6.922,1,0.122,0.537,0,0.214,0.514,131.083,audio_features,19YOJKCVvOL7v6B2Oe3UBc,spotify:track:19YOJKCVvOL7v6B2Oe3UBc,https://api.spotify.com/v1/tracks/19YOJKCVvOL7v6B2Oe3UBc,https://api.spotify.com/v1/audio-analysis/19YOJKCVvOL7v6B2Oe3UBc,142830,3,One More Weekend
0.414,0.394,0,-11.412,1,0.0295,0.52,0.0248,0.113,0.181,105.811,audio_features,7IcKs2XXHnQBtBJtzEyqqS,spotify:track:7IcKs2XXHnQBtBJtzEyqqS,https://api.spotify.com/v1/tracks/7IcKs2XXHnQBtBJtzEyqqS,https://api.spotify.com/v1/audio-analysis/7IcKs2XXHnQBtBJtzEyqqS,303653,4,Down in the Valley
0.369,0.514,2,-9.125,1,0.0292,0.423,1.91e-4,0.286,0.36,95.333,audio_features,3n263SWk3jGYfGMxHIRukn,spotify:track:3n263SWk3jGYfGMxHIRukn,https://api.spotify.com/v1/tracks/3n263SWk3jGYfGMxHIRukn,https://api.spotify.com/v1/audio-analysis/3n263SWk3jGYfGMxHIRukn,259120,4,Lost in My Mind
0.697,0.464,0,-6.019,1,0.0259,0.147,4.51e-6,0.139,0.667,89.293,audio_features,57U1PB3FAleLul5wMj5dEZ,spotify:track:57U1PB3FAleLul5wMj5dEZ,https://api.spotify.com/v1/tracks/57U1PB3FAleLul5wMj5dEZ,https://api.spotify.com/v1/audio-analysis/57U1PB3FAleLul5wMj5dEZ,223944,4,Vickie
0.362,0.778,4,-5.398,1,0.0356,0.0999,1.34e-5,0.294,0.367,139.949,audio_features,3nC63MCw9qxn2uneBWqP7W,spotify:track:3nC63MCw9qxn2uneBWqP7W,https://api.spotify.com/v1/tracks/3nC63MCw9qxn2uneBWqP7W,https://api.spotify.com/v1/audio-analysis/3nC63MCw9qxn2uneBWqP7W,123332,4,At It Again
0.493,0.954,9,-2.724,1,0.0831,0.002,0,0.276,0.404,115.536,audio_features,6ns7wuOXLyKpy34TNitduE,spotify:track:6ns7wuOXLyKpy34TNitduE,https://api.spotify.com/v1/tracks/6ns7wuOXLyKpy34TNitduE,https://api.spotify.com/v1/audio-analysis/6ns7wuOXLyKpy34TNitduE,68267,4,5 to 9
0.439,0.65,5,-6.447,1,0.0546,0.00608,0.00122,0.0685,0.427,165.953,audio_features,7bo3yTzXUiIpm6UrifxwIq,spotify:track:7bo3yTzXUiIpm6UrifxwIq,https://api.spotify.com/v1/tracks/7bo3yTzXUiIpm6UrifxwIq,https://api.spotify.com/v1/audio-analysis/7bo3yTzXUiIpm6UrifxwIq,174817,4,Brainless
0.151,0.862,2,-6.665,1,0.0903,0.00174,1.95e-4,0.298,0.304,180.655,audio_features,3XWctWGoBoECWPdOX9leGW,spotify:track:3XWctWGoBoECWPdOX9leGW,https://api.spotify.com/v1/tracks/3XWctWGoBoECWPdOX9leGW,https://api.spotify.com/v1/audio-analysis/3XWctWGoBoECWPdOX9leGW,216155,4,Coma
0.779,0.586,3,-6.813,1,0.0767,0.077,1.9e-4,0.0603,0.83,145.142,audio_features,6Z1nBzbcsdCvoLF2G3Cl35,spotify:track:6Z1nBzbcsdCvoLF2G3Cl35,https://api.spotify.com/v1/tracks/6Z1nBzbcsdCvoLF2G3Cl35,https://api.spotify.com/v1/audio-analysis/6Z1nBzbcsdCvoLF2G3Cl35,153570,4,how does your girlfriend feel about it
0.496,0.906,7,-3.366,1,0.0705,0.00161,0,0.151,0.367,159.878,audio_features,4chdIr2d5FwtO0vmie4lA4,spotify:track:4chdIr2d5FwtO0vmie4lA4,https://api.spotify.com/v1/tracks/4chdIr2d5FwtO0vmie4lA4,https://api.spotify.com/v1/audio-analysis/4chdIr2d5FwtO0vmie4lA4,193573,4,All We Know
0.432,0.88,11,-7.388,1,0.0503,2.21e-4,0.462,0.362,0.655,178.032,audio_features,1DZo8JMyHCUHCzBfxEmIIA,spotify:track:1DZo8JMyHCUHCzBfxEmIIA,https://api.spotify.com/v1/tracks/1DZo8JMyHCUHCzBfxEmIIA,https://api.spotify.com/v1/audio-analysis/1DZo8JMyHCUHCzBfxEmIIA,141742,4,Ready To Go
0.362,0.934,6,-3.458,0,0.0579,1.19e-4,4.9e-6,0.312,0.514,166.03,audio_features,69okqylQdHUe90a70Q2ued,spotify:track:69okqylQdHUe90a70Q2ued,https://api.spotify.com/v1/tracks/69okqylQdHUe90a70Q2ued,https://api.spotify.com/v1/audio-analysis/69okqylQdHUe90a70Q2ued,205316,4,I Don't Care If You're Contagious
0.692,0.467,0,-11.577,1,0.0336,0.0246,1.43e-5,0.059,0.422,126.407,audio_features,6tCQCy7SCL2xg2QNe2inmd,spotify:track:6tCQCy7SCL2xg2QNe2inmd,https://api.spotify.com/v1/tracks/6tCQCy7SCL2xg2QNe2inmd,https://api.spotify.com/v1/audio-analysis/6tCQCy7SCL2xg2QNe2inmd,292853,4,Depreston
0.595,0.75,9,-7.992,1,0.0328,0.0449,0.292,0.208,0.461,128.981,audio_features,2FSjXH70w3aJKvBJotZtcD,spotify:track:2FSjXH70w3aJKvBJotZtcD,https://api.spotify.com/v1/tracks/2FSjXH70w3aJKvBJotZtcD,https://api.spotify.com/v1/audio-analysis/2FSjXH70w3aJKvBJotZtcD,214081,4,River's Edge
0.405,0.881,9,-7.432,1,0.0476,0.0261,0.7,0.133,0.514,160.034,audio_features,0Yys1xVosoudnuwBr1VS31,spotify:track:0Yys1xVosoudnuwBr1VS31,https://api.spotify.com/v1/tracks/0Yys1xVosoudnuwBr1VS31,https://api.spotify.com/v1/audio-analysis/0Yys1xVosoudnuwBr1VS31,131010,4,Safe
0.661,0.869,5,-5.477,1,0.0334,0.078,0.924,0.398,0.8,126.971,audio_features,2gNfxysfBRfl9Lvi9T3v6R,spotify:track:2gNfxysfBRfl9Lvi9T3v6R,https://api.spotify.com/v1/tracks/2gNfxysfBRfl9Lvi9T3v6R,https://api.spotify.com/v1/audio-analysis/2gNfxysfBRfl9Lvi9T3v6R,108547,4,Disciples
0.298,0.99,9,-3.552,0,0.103,2.63e-4,0.425,0.356,0.209,175.352,audio_features,1OmyAzgkz2jIvHLcPXQ55v,spotify:track:1OmyAzgkz2jIvHLcPXQ55v,https://api.spotify.com/v1/tracks/1OmyAzgkz2jIvHLcPXQ55v,https://api.spotify.com/v1/audio-analysis/1OmyAzgkz2jIvHLcPXQ55v,301720,4,Ergophobia
0.332,0.852,11,-5.505,0,0.0335,0.00263,0.021,0.298,0.469,105.822,audio_features,0jn7rBt6OR2YBEcFsf8BYJ,spotify:track:0jn7rBt6OR2YBEcFsf8BYJ,https://api.spotify.com/v1/tracks/0jn7rBt6OR2YBEcFsf8BYJ,https://api.spotify.com/v1/audio-analysis/0jn7rBt6OR2YBEcFsf8BYJ,287440,4,Dependant on Mary
0.628,0.841,9,-4.583,1,0.0268,0.0285,0.00332,0.254,0.706,111.985,audio_features,0t4z0WaQomQqPONghWn8c2,spotify:track:0t4z0WaQomQqPONghWn8c2,https://api.spotify.com/v1/tracks/0t4z0WaQomQqPONghWn8c2,https://api.spotify.com/v1/audio-analysis/0t4z0WaQomQqPONghWn8c2,289853,4,Me and Michael
0.558,0.942,1,-5.571,0,0.0453,4.86e-4,1.06e-4,0.225,0.488,159.888,audio_features,4vwEz8K8Z2COiJ3N9G9Ypv,spotify:track:4vwEz8K8Z2COiJ3N9G9Ypv,https://api.spotify.com/v1/tracks/4vwEz8K8Z2COiJ3N9G9Ypv,https://api.spotify.com/v1/audio-analysis/4vwEz8K8Z2COiJ3N9G9Ypv,195639,4,Art School
0.55,0.806,0,-5.381,1,0.0586,0.00188,0.0028,0.112,0.431,166.065,audio_features,2qsalMTxsMGCPOadfgXSzl,spotify:track:2qsalMTxsMGCPOadfgXSzl,https://api.spotify.com/v1/tracks/2qsalMTxsMGCPOadfgXSzl,https://api.spotify.com/v1/audio-analysis/2qsalMTxsMGCPOadfgXSzl,217879,4,Strawberita
0.396,0.718,0,-6.794,0,0.0814,0.00217,7.7e-4,0.332,0.366,165.272,audio_features,79lzbYqczF4oLoOkxx9mHK,spotify:track:79lzbYqczF4oLoOkxx9mHK,https://api.spotify.com/v1/tracks/79lzbYqczF4oLoOkxx9mHK,https://api.spotify.com/v1/audio-analysis/79lzbYqczF4oLoOkxx9mHK,234535,4,Yer Killin' Me
0.588,0.807,6,-6.426,0,0.083,0.00141,9.61e-6,0.21,0.419,145.043,audio_features,70UlWnnzlxKN8ntfaIzDXj,spotify:track:70UlWnnzlxKN8ntfaIzDXj,https://api.spotify.com/v1/tracks/70UlWnnzlxKN8ntfaIzDXj,https://api.spotify.com/v1/audio-analysis/70UlWnnzlxKN8ntfaIzDXj,317116,4,Name Brand
0.476,0.555,9,-6.551,1,0.0404,0.624,3.98e-5,0.126,0.426,131.497,audio_features,3PhbzvTllkq1rkULafc6ns,spotify:track:3PhbzvTllkq1rkULafc6ns,https://api.spotify.com/v1/tracks/3PhbzvTllkq1rkULafc6ns,https://api.spotify.com/v1/audio-analysis/3PhbzvTllkq1rkULafc6ns,217720,3,The Ultracheese
0.399,0.988,0,-3.706,1,0.127,0.00262,0.119,0.371,0.516,176.988,audio_features,6evMsbloWtDpj74APCsarb,spotify:track:6evMsbloWtDpj74APCsarb,https://api.spotify.com/v1/tracks/6evMsbloWtDpj74APCsarb,https://api.spotify.com/v1/audio-analysis/6evMsbloWtDpj74APCsarb,261224,4,Redwoood
0.322,0.839,2,-5.179,1,0.0653,0.00111,0.0584,0.216,0.597,135.334,audio_features,5GQ9ErHTjPk1XcqkfVIkoo,spotify:track:5GQ9ErHTjPk1XcqkfVIkoo,https://api.spotify.com/v1/tracks/5GQ9ErHTjPk1XcqkfVIkoo,https://api.spotify.com/v1/audio-analysis/5GQ9ErHTjPk1XcqkfVIkoo,169170,4,Gool
0.285,0.966,11,-2.995,1,0.243,0.185,1.04e-5,0.155,0.312,189.882,audio_features,28eTXYmeSt2ftMzxFOFmH4,spotify:track:28eTXYmeSt2ftMzxFOFmH4,https://api.spotify.com/v1/tracks/28eTXYmeSt2ftMzxFOFmH4,https://api.spotify.com/v1/audio-analysis/28eTXYmeSt2ftMzxFOFmH4,189952,4,Menial
0.721,0.701,2,-5.941,1,0.0306,9.27e-4,0.026,0.234,0.892,130.091,audio_features,260Ub1Yuj4CobdISTOBvM9,spotify:track:260Ub1Yuj4CobdISTOBvM9,https://api.spotify.com/v1/tracks/260Ub1Yuj4CobdISTOBvM9,https://api.spotify.com/v1/audio-analysis/260Ub1Yuj4CobdISTOBvM9,140080,3,Wet Dream
0.747,0.6,0,-6.534,1,0.0294,0.0206,0.00327,0.173,0.595,115.066,audio_features,6PGNpgfoGIpfZVJFHdK7bV,spotify:track:6PGNpgfoGIpfZVJFHdK7bV,https://api.spotify.com/v1/tracks/6PGNpgfoGIpfZVJFHdK7bV,https://api.spotify.com/v1/audio-analysis/6PGNpgfoGIpfZVJFHdK7bV,168013,4,Piece Of Shit
0.601,0.648,9,-5.495,1,0.0967,0.00398,0,0.177,0.393,167.91,audio_features,1KgS3NtxZ0yCVvWWHhYtyx,spotify:track:1KgS3NtxZ0yCVvWWHhYtyx,https://api.spotify.com/v1/tracks/1KgS3NtxZ0yCVvWWHhYtyx,https://api.spotify.com/v1/audio-analysis/1KgS3NtxZ0yCVvWWHhYtyx,214186,4,California Friends
0.509,0.883,1,-3.206,1,0.0529,0.00681,1.8e-6,0.0471,0.863,203.995,audio_features,6N3aShaAM8V6valfHIFVOr,spotify:track:6N3aShaAM8V6valfHIFVOr,https://api.spotify.com/v1/tracks/6N3aShaAM8V6valfHIFVOr,https://api.spotify.com/v1/audio-analysis/6N3aShaAM8V6valfHIFVOr,170833,4,I Dare You
0.685,0.671,6,-5.612,0,0.05,0.0703,0.0358,0.0808,0.544,84.993,audio_features,5U8gLeGTxmjyZQkgTjUt6T,spotify:track:5U8gLeGTxmjyZQkgTjUt6T,https://api.spotify.com/v1/tracks/5U8gLeGTxmjyZQkgTjUt6T,https://api.spotify.com/v1/audio-analysis/5U8gLeGTxmjyZQkgTjUt6T,218267,4,Magic
0.591,0.893,6,-2.893,0,0.0355,0.00142,9.84e-5,0.0464,0.855,97.453,audio_features,2Z1fv60CEPv811No2SyfGr,spotify:track:2Z1fv60CEPv811No2SyfGr,https://api.spotify.com/v1/tracks/2Z1fv60CEPv811No2SyfGr,https://api.spotify.com/v1/audio-analysis/2Z1fv60CEPv811No2SyfGr,173227,4,Make It Right
0.695,0.461,7,-11.343,1,0.0315,0.165,0.218,0.113,0.611,133.022,audio_features,5beaF9qBBzVYPMMLqv80GZ,spotify:track:5beaF9qBBzVYPMMLqv80GZ,https://api.spotify.com/v1/tracks/5beaF9qBBzVYPMMLqv80GZ,https://api.spotify.com/v1/audio-analysis/5beaF9qBBzVYPMMLqv80GZ,170075,4,Pantone Karaoke
0.409,0.747,10,-6.185,1,0.0557,0.00205,3.36e-5,0.0734,0.947,175.885,audio_features,4bRUhryXD1j6yH8FhurXP5,spotify:track:4bRUhryXD1j6yH8FhurXP5,https://api.spotify.com/v1/tracks/4bRUhryXD1j6yH8FhurXP5,https://api.spotify.com/v1/audio-analysis/4bRUhryXD1j6yH8FhurXP5,221382,4,Flats
0.367,0.938,9,-3.947,1,0.0465,1.5e-4,0.721,0.117,0.468,154.543,audio_features,6uo6hnST5vdJXFa8C9hlNq,spotify:track:6uo6hnST5vdJXFa8C9hlNq,https://api.spotify.com/v1/tracks/6uo6hnST5vdJXFa8C9hlNq,https://api.spotify.com/v1/audio-analysis/6uo6hnST5vdJXFa8C9hlNq,200760,4,Pupkin
0.511,0.947,9,-4.652,1,0.04,0.00195,0.0413,0.0652,0.771,146.982,audio_features,3OGkTlzC4Se6z6e9eEwMOt,spotify:track:3OGkTlzC4Se6z6e9eEwMOt,https://api.spotify.com/v1/tracks/3OGkTlzC4Se6z6e9eEwMOt,https://api.spotify.com/v1/audio-analysis/3OGkTlzC4Se6z6e9eEwMOt,212000,4,It's Permanent
0.409,0.924,0,-3.738,1,0.0507,4.72e-4,0.122,0.127,0.326,172.509,audio_features,34OkGl0SWVu6LAZCGkBZiM,spotify:track:34OkGl0SWVu6LAZCGkBZiM,https://api.spotify.com/v1/tracks/34OkGl0SWVu6LAZCGkBZiM,https://api.spotify.com/v1/audio-analysis/34OkGl0SWVu6LAZCGkBZiM,220747,4,Bowman
0.569,0.936,7,-3.197,1,0.0386,0.00405,1.09e-4,0.0677,0.214,123.983,audio_features,1fiFYcZfs1rO99Pv4gUwRR,spotify:track:1fiFYcZfs1rO99Pv4gUwRR,https://api.spotify.com/v1/tracks/1fiFYcZfs1rO99Pv4gUwRR,https://api.spotify.com/v1/audio-analysis/1fiFYcZfs1rO99Pv4gUwRR,230387,4,Get Yourself A Friend
0.71,0.696,9,-5.487,0,0.0305,0.0557,0.418,0.28,0.8,100.004,audio_features,0hdITyuO1L5ZCTDFUiM4nQ,spotify:track:0hdITyuO1L5ZCTDFUiM4nQ,https://api.spotify.com/v1/tracks/0hdITyuO1L5ZCTDFUiM4nQ,https://api.spotify.com/v1/audio-analysis/0hdITyuO1L5ZCTDFUiM4nQ,228053,4,While I'm Alive
