"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track.name","person"
"166",0.375,0.711,9,-3.554,1,0.0399,0.00849,4.69e-05,0.102,0.377,106.902,"audio_features","6CSP4f1yEJnGdibOHnwV4X","spotify:track:6CSP4f1yEJnGdibOHnwV4X","https://api.spotify.com/v1/tracks/6CSP4f1yEJnGdibOHnwV4X","https://api.spotify.com/v1/audio-analysis/6CSP4f1yEJnGdibOHnwV4X",109610,4,"Caroline, Please Kill Me","Hope Hahn"
"167",0.634,0.643,5,-11.34,0,0.0361,0.351,0.945,0.198,0.647,100.016,"audio_features","46L1kSOiJL1SFIs0zZLEN8","spotify:track:46L1kSOiJL1SFIs0zZLEN8","https://api.spotify.com/v1/tracks/46L1kSOiJL1SFIs0zZLEN8","https://api.spotify.com/v1/audio-analysis/46L1kSOiJL1SFIs0zZLEN8",231600,4,"Sublunar Swing","Hope Hahn"
"168",0.548,0.815,2,-5.218,0,0.0409,0.0175,8.9e-06,0.127,0.212,129.963,"audio_features","1dpXikU9kSyxm1mKulwHws","spotify:track:1dpXikU9kSyxm1mKulwHws","https://api.spotify.com/v1/tracks/1dpXikU9kSyxm1mKulwHws","https://api.spotify.com/v1/audio-analysis/1dpXikU9kSyxm1mKulwHws",191733,4,"Rush","Hope Hahn"
"169",0.549,0.372,7,-17.391,0,0.0327,0.564,0.2,0.164,0.306,110.719,"audio_features","2SqMEyoqQpLqsOq4zQu6l4","spotify:track:2SqMEyoqQpLqsOq4zQu6l4","https://api.spotify.com/v1/tracks/2SqMEyoqQpLqsOq4zQu6l4","https://api.spotify.com/v1/audio-analysis/2SqMEyoqQpLqsOq4zQu6l4",162004,4,"Stay Away from My Baby","Hope Hahn"
"170",0.625,0.285,1,-16.686,0,0.0537,0.438,0.00279,0.192,0.357,140.02,"audio_features","5Ss6DqCldgTmIo6BekVOJT","spotify:track:5Ss6DqCldgTmIo6BekVOJT","https://api.spotify.com/v1/tracks/5Ss6DqCldgTmIo6BekVOJT","https://api.spotify.com/v1/audio-analysis/5Ss6DqCldgTmIo6BekVOJT",176761,4,"You Say I'm in Love","Hope Hahn"
"171",0.644,0.883,1,-6.985,1,0.473,0.0119,0,0.377,0.522,164.158,"audio_features","4SPBwOTXgku4QvmRtMEGfW","spotify:track:4SPBwOTXgku4QvmRtMEGfW","https://api.spotify.com/v1/tracks/4SPBwOTXgku4QvmRtMEGfW","https://api.spotify.com/v1/audio-analysis/4SPBwOTXgku4QvmRtMEGfW",97317,4,"Cat Girls Are Ruining My Life!","Hope Hahn"
"172",0.649,0.727,2,-7.409,1,0.0325,0.383,0.673,0.131,0.792,99.023,"audio_features","4uThRNOQQlGx9I7QddsJ0w","spotify:track:4uThRNOQQlGx9I7QddsJ0w","https://api.spotify.com/v1/tracks/4uThRNOQQlGx9I7QddsJ0w","https://api.spotify.com/v1/audio-analysis/4uThRNOQQlGx9I7QddsJ0w",116800,4,"Samba do Avião","Hope Hahn"
"173",0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,"audio_features","3jfZ9M23l0L7RxzYMTgBTv","spotify:track:3jfZ9M23l0L7RxzYMTgBTv","https://api.spotify.com/v1/tracks/3jfZ9M23l0L7RxzYMTgBTv","https://api.spotify.com/v1/audio-analysis/3jfZ9M23l0L7RxzYMTgBTv",179499,4,"Looking Out for You","Hope Hahn"
"174",0.518,0.507,8,-7.508,0,0.0294,0.0526,0.000631,0.107,0.416,147.884,"audio_features","07bnTdZ6iroLCm4vDZVyb9","spotify:track:07bnTdZ6iroLCm4vDZVyb9","https://api.spotify.com/v1/tracks/07bnTdZ6iroLCm4vDZVyb9","https://api.spotify.com/v1/audio-analysis/07bnTdZ6iroLCm4vDZVyb9",218093,4,"Unlucky","Hope Hahn"
"175",0.46,0.509,0,-8.115,1,0.0482,0.0421,1.38e-06,0.0591,0.408,94.943,"audio_features","5SXM4OsHpWqgNUfvZRI2m6","spotify:track:5SXM4OsHpWqgNUfvZRI2m6","https://api.spotify.com/v1/tracks/5SXM4OsHpWqgNUfvZRI2m6","https://api.spotify.com/v1/audio-analysis/5SXM4OsHpWqgNUfvZRI2m6",362588,4,"Somniphobia","Hope Hahn"
"176",0.431,0.962,4,-7.216,1,0.182,0.0413,0.000211,0.124,0.75,179.683,"audio_features","70uQzsAyJ1vmloywhrO0ss","spotify:track:70uQzsAyJ1vmloywhrO0ss","https://api.spotify.com/v1/tracks/70uQzsAyJ1vmloywhrO0ss","https://api.spotify.com/v1/audio-analysis/70uQzsAyJ1vmloywhrO0ss",199341,4,"Beachboy","Hope Hahn"
"177",0.0621,0.887,7,-4.305,1,0.0632,0.0399,0.000156,0.619,0.48,198.441,"audio_features","4iwMhMvcTqukn1n3NVjb2N","spotify:track:4iwMhMvcTqukn1n3NVjb2N","https://api.spotify.com/v1/tracks/4iwMhMvcTqukn1n3NVjb2N","https://api.spotify.com/v1/audio-analysis/4iwMhMvcTqukn1n3NVjb2N",192533,4,"Holland, 1945","Hope Hahn"
"178",0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972,"audio_features","2NnJpRXIlx35Vij3bPZO0h","spotify:track:2NnJpRXIlx35Vij3bPZO0h","https://api.spotify.com/v1/tracks/2NnJpRXIlx35Vij3bPZO0h","https://api.spotify.com/v1/audio-analysis/2NnJpRXIlx35Vij3bPZO0h",137747,4,"DAYWALKER! (feat. CORPSE)","Hope Hahn"
"179",0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,"audio_features","0jA4h2SD50Oak4C3Vn905a","spotify:track:0jA4h2SD50Oak4C3Vn905a","https://api.spotify.com/v1/tracks/0jA4h2SD50Oak4C3Vn905a","https://api.spotify.com/v1/audio-analysis/0jA4h2SD50Oak4C3Vn905a",167864,4,"Not Allowed","Hope Hahn"
"180",0.816,0.46,9,-13.299,1,0.034,0.0488,0.261,0.106,0.963,89.57,"audio_features","6SE4JAo7T8C7XkFka5bbga","spotify:track:6SE4JAo7T8C7XkFka5bbga","https://api.spotify.com/v1/tracks/6SE4JAo7T8C7XkFka5bbga","https://api.spotify.com/v1/audio-analysis/6SE4JAo7T8C7XkFka5bbga",173954,4,"Someone To Spend Time With","Hope Hahn"
"181",0.612,0.942,7,-4.549,1,0.0568,0.016,0,0.137,0.807,106.57,"audio_features","0V34LU5aBA3hYgq178hFFY","spotify:track:0V34LU5aBA3hYgq178hFFY","https://api.spotify.com/v1/tracks/0V34LU5aBA3hYgq178hFFY","https://api.spotify.com/v1/audio-analysis/0V34LU5aBA3hYgq178hFFY",209347,4,"Birds Dont Sing","Hope Hahn"
"182",0.587,0.495,3,-9.204,1,0.035,0.687,0.725,0.122,0.759,120.017,"audio_features","45MllV1fJos1Ef6Cd13H2E","spotify:track:45MllV1fJos1Ef6Cd13H2E","https://api.spotify.com/v1/tracks/45MllV1fJos1Ef6Cd13H2E","https://api.spotify.com/v1/audio-analysis/45MllV1fJos1Ef6Cd13H2E",84173,3,"Life's Incredible Again","Hope Hahn"
"183",0.498,0.508,2,-7.262,0,0.0351,0.439,0,0.501,0.376,77.583,"audio_features","2BnuZwAifUdUsUQX4DJhnv","spotify:track:2BnuZwAifUdUsUQX4DJhnv","https://api.spotify.com/v1/tracks/2BnuZwAifUdUsUQX4DJhnv","https://api.spotify.com/v1/audio-analysis/2BnuZwAifUdUsUQX4DJhnv",166161,4,"The Upper East","Hope Hahn"
"184",0.541,0.491,5,-8.747,0,0.0263,0.477,0.000816,0.102,0.274,76.99,"audio_features","4NnNGFTcMv5OK1LvIA2Wgw","spotify:track:4NnNGFTcMv5OK1LvIA2Wgw","https://api.spotify.com/v1/tracks/4NnNGFTcMv5OK1LvIA2Wgw","https://api.spotify.com/v1/audio-analysis/4NnNGFTcMv5OK1LvIA2Wgw",202922,4,"80's High School","Hope Hahn"
"185",0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,"audio_features","1FTSo4v6BOZH9QxKc3MbVM","spotify:track:1FTSo4v6BOZH9QxKc3MbVM","https://api.spotify.com/v1/tracks/1FTSo4v6BOZH9QxKc3MbVM","https://api.spotify.com/v1/audio-analysis/1FTSo4v6BOZH9QxKc3MbVM",121160,4,"Song 2 - 2012 Remaster","Hope Hahn"
"186",0.633,0.476,2,-9.341,0,0.0386,0.481,7.76e-05,0.661,0.456,113.97,"audio_features","7hZtfayYQukFySbj746HJL","spotify:track:7hZtfayYQukFySbj746HJL","https://api.spotify.com/v1/tracks/7hZtfayYQukFySbj746HJL","https://api.spotify.com/v1/audio-analysis/7hZtfayYQukFySbj746HJL",170406,4,"Next Best Thing","Hope Hahn"
"187",0.667,0.536,5,-10.777,0,0.0482,0.117,0.00256,0.292,0.531,80.002,"audio_features","4PdmODtLx2qSknS6Ppf6Mm","spotify:track:4PdmODtLx2qSknS6Ppf6Mm","https://api.spotify.com/v1/tracks/4PdmODtLx2qSknS6Ppf6Mm","https://api.spotify.com/v1/audio-analysis/4PdmODtLx2qSknS6Ppf6Mm",219000,4,"Collect","Hope Hahn"
"188",0.503,0.581,7,-5.676,0,0.0326,0.304,0.0015,0.128,0.311,77.984,"audio_features","1PZilo6aXngKDQwMShQlOu","spotify:track:1PZilo6aXngKDQwMShQlOu","https://api.spotify.com/v1/tracks/1PZilo6aXngKDQwMShQlOu","https://api.spotify.com/v1/audio-analysis/1PZilo6aXngKDQwMShQlOu",173574,4,"I Dropped Out","Hope Hahn"
"189",0.391,0.837,7,-8.091,1,0.164,0.728,0.000151,0.846,0.763,98.68,"audio_features","0tmw7hERc08TAjOnv03RDz","spotify:track:0tmw7hERc08TAjOnv03RDz","https://api.spotify.com/v1/tracks/0tmw7hERc08TAjOnv03RDz","https://api.spotify.com/v1/audio-analysis/0tmw7hERc08TAjOnv03RDz",171187,4,"I Will Bury You in Time - Live","Hope Hahn"
"190",0.519,0.839,9,-2.531,0,0.184,0.0177,0.315,0.0718,0.543,89.825,"audio_features","2BYL7Z9y5DB03fnjMgHcGh","spotify:track:2BYL7Z9y5DB03fnjMgHcGh","https://api.spotify.com/v1/tracks/2BYL7Z9y5DB03fnjMgHcGh","https://api.spotify.com/v1/audio-analysis/2BYL7Z9y5DB03fnjMgHcGh",282454,4,"The Wave","Hope Hahn"
"191",0.505,0.5,4,-8.448,1,0.086,0.37,0,0.155,0.424,135.233,"audio_features","4f2eHx53X06woAdjnbXO7X","spotify:track:4f2eHx53X06woAdjnbXO7X","https://api.spotify.com/v1/tracks/4f2eHx53X06woAdjnbXO7X","https://api.spotify.com/v1/audio-analysis/4f2eHx53X06woAdjnbXO7X",230160,5,"Dead Skin","Hope Hahn"
"192",0.318,0.631,10,-11.295,1,0.0483,0.209,0.163,0.117,0.233,139.48,"audio_features","1L6y6e0u3QwzLEB7snZ7xO","spotify:track:1L6y6e0u3QwzLEB7snZ7xO","https://api.spotify.com/v1/tracks/1L6y6e0u3QwzLEB7snZ7xO","https://api.spotify.com/v1/audio-analysis/1L6y6e0u3QwzLEB7snZ7xO",140906,4,"Where Did My Pets Go?","Hope Hahn"
"193",0.694,0.353,11,-11.218,0,0.154,0.502,0.000885,0.0653,0.819,102.984,"audio_features","3nBdKOCyGeggD4fyTRHGdb","spotify:track:3nBdKOCyGeggD4fyTRHGdb","https://api.spotify.com/v1/tracks/3nBdKOCyGeggD4fyTRHGdb","https://api.spotify.com/v1/audio-analysis/3nBdKOCyGeggD4fyTRHGdb",133393,4,"Computer Talk","Hope Hahn"
"194",0.19,0.925,7,-5.159,1,0.0775,0.000424,0.748,0.346,0.269,169.062,"audio_features","3rXKoYWd8wWR6wq5D17K6X","spotify:track:3rXKoYWd8wWR6wq5D17K6X","https://api.spotify.com/v1/tracks/3rXKoYWd8wWR6wq5D17K6X","https://api.spotify.com/v1/audio-analysis/3rXKoYWd8wWR6wq5D17K6X",188336,4,"Wake","Hope Hahn"
"195",0.384,0.85,6,-8.051,0,0.0632,0.000403,0.0016,0.113,0.592,154.969,"audio_features","7lDPr3wYYKewaye3RHRXZx","spotify:track:7lDPr3wYYKewaye3RHRXZx","https://api.spotify.com/v1/tracks/7lDPr3wYYKewaye3RHRXZx","https://api.spotify.com/v1/audio-analysis/7lDPr3wYYKewaye3RHRXZx",196645,4,"If It Were Me","Hope Hahn"
"196",0.491,0.32,5,-9.541,0,0.0531,0.518,0.251,0.0938,0.361,138.104,"audio_features","1O7G7PisRvw4wvWwaEnnH5","spotify:track:1O7G7PisRvw4wvWwaEnnH5","https://api.spotify.com/v1/tracks/1O7G7PisRvw4wvWwaEnnH5","https://api.spotify.com/v1/audio-analysis/1O7G7PisRvw4wvWwaEnnH5",200756,3,"Over The Fence","Hope Hahn"
"197",0.723,0.615,2,-7.477,1,0.0261,0.574,0.0767,0.114,0.734,91.99,"audio_features","6fGGpAmTiCQnzt5CZj6m96","spotify:track:6fGGpAmTiCQnzt5CZj6m96","https://api.spotify.com/v1/tracks/6fGGpAmTiCQnzt5CZj6m96","https://api.spotify.com/v1/audio-analysis/6fGGpAmTiCQnzt5CZj6m96",244905,4,"Climax Night","Hope Hahn"
"198",0.726,0.492,10,-8.046,0,0.0794,0.566,8.14e-06,0.257,0.526,85.939,"audio_features","2AA1f7utyvXpmtKsEvp5lz","spotify:track:2AA1f7utyvXpmtKsEvp5lz","https://api.spotify.com/v1/tracks/2AA1f7utyvXpmtKsEvp5lz","https://api.spotify.com/v1/audio-analysis/2AA1f7utyvXpmtKsEvp5lz",207113,4,"하루살이","Hope Hahn"
"199",0.389,0.597,6,-9.517,0,0.0313,0.128,0.287,0.153,0.704,145.999,"audio_features","39MMNcbRPAWgHm9Nx43uXF","spotify:track:39MMNcbRPAWgHm9Nx43uXF","https://api.spotify.com/v1/tracks/39MMNcbRPAWgHm9Nx43uXF","https://api.spotify.com/v1/audio-analysis/39MMNcbRPAWgHm9Nx43uXF",228973,3,"Cliff Has Left the Building","Hope Hahn"
"200",0.369,0.68,6,-5.666,1,0.0379,0.000364,0.676,0.149,0.438,119.952,"audio_features","49DmTlbizOa1VTQRqVAuWJ","spotify:track:49DmTlbizOa1VTQRqVAuWJ","https://api.spotify.com/v1/tracks/49DmTlbizOa1VTQRqVAuWJ","https://api.spotify.com/v1/audio-analysis/49DmTlbizOa1VTQRqVAuWJ",191491,4,"Pangaea Girls (Magic Feeling)","Hope Hahn"
